Participant,TrialN,StimID,StimType,C1.RT,C2.RT,C3.RT,C4.RT,CHUNK1,CHUNK2,CHUNK3,CHUNK4
6,48,75,fill,214.10000000000002,222.3,279,378.59999999999997,I rented,the priciest,car available,in Stockholm.
6,49,11,exp,258.6,227,235.8,332.3,Every,village,in Slovenia,looked quaint.
6,50,120,fill,212.79999999999998,171.6,231.2,213.10000000000002,I took,the most indirect,train journey,in South Africa.
6,51,41,exp,214.4,227.70000000000002,264,282.5,Every,waterfall,looked gorgeous,in Slovakia.
6,52,91,fill,184,171.4,209,294.8,I got to try,the most delicious,spaghetti,in the US.
6,53,31,exp,186.79999999999998,191.89999999999998,192.89999999999998,216.1,Every,bridge,in Argentina,looked amazing.
6,54,67,fill,262.90000000000003,258.79999999999995,222.20000000000002,259.90000000000003,I saw,the best views,views,in Vienna.
6,55,113,fill,324,279.5,267.1,383.6,I got to explore,the most convoluted,caves,in Spain.
6,56,44,exp,219.6,201,242.2,302.09999999999997,Every,sight,seemed picture-perfect,on the app.
6,57,39,exp,217,226.6,221.29999999999998,242.2,Every,lake,in Australia,looked pristine.
6,58,82,fill,203.1,235.9,266.7,317,I swam in,the largest,swimming pool,in Tokyo.
6,59,15,exp,206.2,252.1,278.2,399.2,Every,town,in Peru,looked pretty.
6,60,48,exp,245.4,202.6,218.29999999999998,257.2,Every,castle,seemed well-maintained,in the vlog.
6,61,93,fill,243.79999999999998,187.70000000000002,213.60000000000002,241.60000000000002,I took,the highest,helicopter ride,in Italy.
6,62,34,exp,208.7,200.1,199.5,262.6,Every,excursion,on the app,seemed unique.
6,63,53,exp,217.9,220.4,222.20000000000002,331.3,Every,rollercoaster,looked thrilling,in Belgium.
6,64,110,fill,286.8,218.29999999999998,225.39999999999998,330.1,I got to see,the most romantic,sunsets,in Colombia.
6,65,18,exp,348.5,225.8,212.60000000000002,215.10000000000002,Every,café,in the vlog,seemed cute.
6,66,24,exp,207.2,211,185.9,218.4,Every,getaway,seemed romantic,on the app.
6,67,57,exp,220.29999999999998,204.5,204.6,185,Every,farm,looked eco-friendly,in Greece.
6,68,106,fill,203.6,253.2,352.4,455.40000000000003,I did,the most difficult,trek,in Brazil.
6,69,70,fill,258.79999999999995,203.7,270,361.8,I ate at,the poshest,restaurant,in Helsinki.
6,70,16,exp,294.5,208.5,223.5,254.80000000000004,Every,gallery,seemed high-end,in the brochure.
6,71,79,fill,186.79999999999998,200.6,199.2,189.79999999999998,I tried,the best,ice-cream,in Athens.
6,72,7,exp,189.70000000000002,182.5,173.7,267.5,Every,museum,in Portugal,looked cool.
6,73,107,fill,207,190.4,183.5,260.29999999999995,I enjoyed,the cheapest,vegan food,in India.
6,74,61,fill,285,234.1,187.6,216.4,I climbed,the tallest,building,in New York.
6,75,32,exp,234.3,218.6,217,269.3,Every,apartment,seemed wonderful,on the website.
6,76,97,fill,236.6,201.5,185.1,233.2,I visited,the most historical,monument,in Austria.
6,77,116,fill,195.8,186,179.5,217.1,I was lucky enough to try,the finest,wine,in Portugal.
6,78,60,exp,213.29999999999998,201.6,180.9,245.4,Every,neighbourhood,seemed bustling,in the blog.
6,79,55,exp,219.20000000000002,212.79999999999998,202.7,302.09999999999997,Every,forest,in Austria,looked sprawling.
6,80,12,exp,234.3,216,228.8,281.5,Every,B&B,seemed cheap,on the website.
6,81,104,fill,211.2,254.5,256,251.1,I got a room at,the fanciest,boutique hotel,in Australia.
6,82,58,exp,227.39999999999998,206.1,176.9,250.3,Every,bistro,in the vlog,seemed popular.
6,83,102,fill,174.3,182.2,190.89999999999998,222.8,I got to taste,the most authentic,gelato,in Canada.
6,84,85,fill,183.9,207,204.9,308,I went up,the newest,skyscraper,in Istanbul.
6,85,54,exp,391.6,273,250.6,438.8,Every,walk,on the app,seemed easy.
6,86,17,exp,271.9,208.1,225.8,385,Every,guesthouse,looked old-fashioned,in France.
6,87,76,fill,386.1,347.4,375.7,717.0999999999999,I visited,the smallest,coffee shop,in São Paulo.
6,88,114,fill,263.29999999999995,412.5,378.5,500.4,I bought food from,the oldest,market,Morocco.
6,89,87,fill,310.7,223.1,283.7,336.6,I sailed down,the widest,river,in Dublin.
6,90,63,fill,226.8,211.60000000000002,233.4,300.70000000000005,I ate,the most expensive,pizza,in Rome.
6,91,73,fill,249.29999999999998,222,219.29999999999998,284.2,I got to experience,the heaviest,snow to ever fall,in Moscow.
6,92,59,exp,239.3,221.6,230.2,471.9,Every,trek,in Thailand,looked challenging.
6,93,66,fill,201.8,203.4,223.39999999999998,420.9,I got to see,the greenest,park,in Brussels.
6,94,23,exp,185.79999999999998,251.7,269.7,336.7,Every,cruise,in Finland,looked idyllic.
6,95,43,exp,225.39999999999998,202.5,204.3,283.2,Every,delicacy,in Venezuela,looked tasty.
6,96,49,exp,255.5,189.20000000000002,178.7,211.5,Every,fountain,looked impressive,in Turkey.
6,97,51,exp,193.8,210.5,186.1,233.8,Every,brewery,in Canada,looked exclusive.
6,98,99,fill,253.8,251.1,371,407.6,I got to look around,the most well-established,museum,in Scotland.
6,99,33,exp,239.3,234.6,267.6,337.5,Every,zoo,looked responsible,in Thailand.
6,100,115,fill,269.5,283.5,308.40000000000003,633.1,I got to see,the biggest,Mosque minaret,in Turkey.
6,101,68,fill,349.3,355.9,395.4,387.29999999999995,I rode,the fastest,train,in Rotterdam.
6,102,69,fill,298.59999999999997,566.6,429.4,419.20000000000005,I was able to take photos of,the rarest,bird,in Aberdeen.
6,103,86,fill,264.6,251.8,307.2,324.40000000000003,I walked across,the most famous,bridge,in Lisbon.
6,104,77,fill,241.29999999999998,194.8,185.79999999999998,233.9,I sunbathed,the longest,beach,in Mumbai.
6,105,21,exp,218.4,246.29999999999998,228.8,234.4,Every,building,looked unique,in Switzerland.
6,106,2,exp,250.7,243.10000000000002,217.5,231.3,Every,hostel,on the website,seemed quirky.
6,107,105,fill,206.1,236.8,261,287.4,I went down,the fastest,waterslide,in Sweden.
6,108,46,exp,257.5,223.70000000000002,213.7,244.79999999999998,Every,theatre,in the brochure,seemed historic.
6,109,13,exp,236.7,225.6,224.70000000000002,269.3,Every,campsite,looked picturesque,in Germany.
6,110,89,fill,227.20000000000002,265.79999999999995,338.4,357.3,I had,the finest,seafood,in Budapest.
6,111,20,exp,230.9,234.3,239.4,471,Every,church,seemed ornate,in the blog.
6,112,35,exp,266,233.2,240,415.9,Every,palace,in Sweden,looked opulent.
6,113,71,fill,253.7,219.5,420.20000000000005,384,I was staying in,the most modern,appartment block,in Shanghai.
6,114,56,exp,232.6,192.39999999999998,199.4,302.09999999999997,Every,statue,seemed famous,in the brochure.
6,115,103,fill,161.3,184.70000000000002,169.3,302.59999999999997,I bought,the most fashionable,jacket,in Russia.
6,116,4,exp,238.6,211.60000000000002,223.1,359.5,Every,park,seemed nice,on the app.
6,117,117,fill,195,199,267.2,330.2,I went to a gig by,the most famous,band,in Ireland.
6,118,111,fill,191.1,265.7,233.8,279.5,I got to experience,the most vibrant,nightlife,in Thailand.
6,119,96,fill,310.2,304.9,319.2,349.4,I drank at,the trendiest,bar,in Belgium.
6,120,40,exp,335.2,280.2,272.3,365.3,Every,garden,seemed colourful,in the blog.
21,1,47,exp,1253,1012,923,1115,Every,chalet,in Denmark,looked pleasant.
21,2,12,exp,1130,809,1062,1193,Every,B&B,seemed cheap,on the website.
21,3,76,fill,1029,1240,654,1030,I visited,the smallest,coffee shop,in São Paulo.
21,4,115,fill,1025,594,1793,1076,I got to see,the biggest,Mosque minaret,in Turkey.
21,5,117,fill,944,792,611,879,I went to a gig by,the most famous,band,in Ireland.
21,6,107,fill,625,529,810,866,I enjoyed,the cheapest,vegan food,in India.
21,7,74,fill,610,1324,828,845,I tasted,the most unique,beer,in Melbourne.
21,8,58,exp,530,577,583,793,Every,bistro,in the vlog,seemed popular.
21,9,27,exp,601,379,412,494,Every,cabin,in Poland,looked peaceful.
21,10,36,exp,600,349,544,810,Every,place,seemed awesome,in the brochure.
21,11,56,exp,552,411,664,716,Every,statue,seemed famous,in the brochure.
21,12,53,exp,566,409,679,827,Every,rollercoaster,looked thrilling,in Belgium.
21,13,1,exp,518,299,246,864,Every,beach,looked beautiful,in Spain.
21,14,31,exp,567,362,593,1211,Every,bridge,in Argentina,looked amazing.
21,15,96,fill,794,614,779,1130,I drank at,the trendiest,bar,in Belgium.
21,16,65,fill,777,495,564,746,I'd booked in at,the oldest,B&B,in York.
21,17,18,exp,527,345,646,793,Every,café,in the vlog,seemed cute.
21,18,37,exp,488,327,613,494,Every,villa,looked stunning,in Egypt.
21,19,40,exp,649,379,426,895,Every,garden,seemed colourful,in the blog.
21,20,106,fill,698,663,494,863,I did,the most difficult,trek,in Brazil.
21,21,88,fill,797,629,649,795,I got to stay in,the least well-known,area,in Swansea.
21,22,75,fill,476,427,795,1008.9999999999999,I rented,the priciest,car available,in Stockholm.
21,23,10,exp,551,348,766,759,Every,canal,in the blog,seemed lovely.
21,24,120,fill,579,843,713,832,I took,the most indirect,train journey,in South Africa.
21,25,73,fill,1240,493,1308,1179,I got to experience,the heaviest,snow to ever fall,in Moscow.
21,26,68,fill,697,660,679,780,I rode,the fastest,train,in Rotterdam.
21,27,19,exp,510,328,411,730,Every,hike,in China,looked scenic.
21,28,3,exp,500,278,481,477,Every,restaurant,in Italy,looked fancy.
21,29,9,exp,599,413,427,429,Every,view,looked breathtaking,in Japan.
21,30,20,exp,470,299,311,461,Every,church,seemed ornate,in the blog.
21,31,21,exp,535,609,463,577,Every,building,looked unique,in Switzerland.
21,32,5,exp,535,428,879,730,Every,market,looked exciting,in Scotland.
21,33,93,fill,580,278,247,1126,I took,the highest,helicopter ride,in Italy.
21,34,13,exp,726,299,747,944,Every,campsite,looked picturesque,in Germany.
21,35,38,exp,516,279,261,1097,Every,pub,in the vlog,seemed cosy.
21,36,39,exp,534,429,283,394,Every,lake,in Australia,looked pristine.
21,37,42,exp,386,315,412,357,Every,barge,on the website,seemed spacious.
21,38,14,exp,483,232,262,364,Every,tour,on the app,seemed relaxing.
21,39,8,exp,450,246,183,461,Every,hotel,seemed luxurious,in the vlog.
21,40,4,exp,385,248,1158,428,Every,park,seemed nice,on the app.
21,41,30,exp,619,246,214,412,Every,square,in the blog,seemed busy.
21,42,29,exp,383,277,277,478,Every,shop,looked trendy,in Hungary.
21,43,116,fill,605,730,517,761,I was lucky enough to try,the finest,wine,in Portugal.
21,44,33,exp,445,246,398,363,Every,zoo,looked responsible,in Thailand.
21,45,94,fill,426,462,412,678,I paraglided over,the most beautiful,spot,in Germany.
21,46,32,exp,479,313,328,494,Every,apartment,seemed wonderful,on the website.
21,47,26,exp,383,329,382,427,Every,bar,in the brochure,seemed lively.
21,48,113,fill,809,992,582,1044,I got to explore,the most convoluted,caves,in Spain.
21,49,16,exp,480,395,232,747,Every,gallery,seemed high-end,in the brochure.
21,50,71,fill,544,610,612,926,I was staying in,the most modern,appartment block,in Shanghai.
21,51,62,fill,411,344,530,1262,I experienced,the hottest,day on record,in Bordeaux.
21,52,101,fill,671,311,478,379,I took a boat trip on,the deepest,lake,in China.
21,53,57,exp,449,266,479,478,Every,farm,looked eco-friendly,in Greece.
21,54,89,fill,461,314,744,747,I had,the finest,seafood,in Budapest.
21,55,44,exp,430,333,364,496,Every,sight,seemed picture-perfect,on the app.
21,56,92,fill,428,564,681,632,I bathed in,the cleanest,sea,in France.
21,57,77,fill,500,1126,530,976,I sunbathed,the longest,beach,in Mumbai.
21,58,105,fill,511,630,495,813,I went down,the fastest,waterslide,in Sweden.
21,59,54,exp,563,413,644,480,Every,walk,on the app,seemed easy.
21,60,67,fill,510,545,649,781,I saw,the best views,views,in Vienna.
21,61,11,exp,761,382,726,697,Every,village,in Slovenia,looked quaint.
21,62,104,fill,627,411,631,961,I got a room at,the fanciest,boutique hotel,in Australia.
21,63,82,fill,615,627,513,728,I swam in,the largest,swimming pool,in Tokyo.
21,64,41,exp,527,345,578,1109,Every,waterfall,looked gorgeous,in Slovakia.
21,65,84,fill,595,611,545,876,I stayed at,the cleanest,hostel,in Marrakesh.
21,66,55,exp,460,264,396,448,Every,forest,in Austria,looked sprawling.
21,67,86,fill,482,642,744,761,I walked across,the most famous,bridge,in Lisbon.
21,68,110,fill,526,377,512,960,I got to see,the most romantic,sunsets,in Colombia.
21,69,91,fill,427,396,862,815,I got to try,the most delicious,spaghetti,in the US.
21,70,6,exp,445,294,682,547,Every,monument,in the brochure,seemed interesting.
21,71,111,fill,594,429,1063,1126,I got to experience,the most vibrant,nightlife,in Thailand.
21,72,25,exp,494,283,411,711,Every,river,looked soothing,in Norway.
21,73,48,exp,433,284,245,615,Every,castle,seemed well-maintained,in the vlog.
21,74,108,fill,444,759,461,1012,I ordered,the most alcoholic,cocktail,in Switzerland.
21,75,60,exp,795,711,1012,712,Every,neighbourhood,seemed bustling,in the blog.
21,76,109,fill,360,248,414,511,I went on,the most scenic,boat trip,in Greece.
21,77,49,exp,395,248,363,595,Every,fountain,looked impressive,in Turkey.
21,78,87,fill,676,467,646,513,I sailed down,the widest,river,in Dublin.
21,79,78,fill,475,394,665,846,I drank from,the most well-known,fountain,in Bern.
21,80,102,fill,509,644,845,782,I got to taste,the most authentic,gelato,in Canada.
21,81,46,exp,379,179,217,413,Every,theatre,in the brochure,seemed historic.
21,82,118,fill,363,444,413,727,I walked along,the straightest,canal path,in Wales.
21,83,97,fill,545,228,297,412,I visited,the most historical,monument,in Austria.
21,84,100,fill,311,217,394,382,I arrived during,the best,time for skiing,in Finland.
21,85,81,fill,479,397,414,826,I visited,the most ancient,temple,in Bangkok.
21,86,114,fill,441,311,282,414,I bought food from,the oldest,market,Morocco.
21,87,45,exp,230,296,361,394,Every,lighthouse,looked magnificent,in Mexico.
21,88,50,exp,539,284,362,499,Every,temple,in the blog,seemed fantastic.
21,89,72,fill,461,329,396,532,I tried,the spiciest,noodles you can find,in Vancouver.
21,90,59,exp,548,496,229,495,Every,trek,in Thailand,looked challenging.
21,91,70,fill,479,398,397,561,I ate at,the poshest,restaurant,in Helsinki.
21,92,66,fill,396,383,450,414,I got to see,the greenest,park,in Brussels.
21,93,61,fill,397,315,362,679,I climbed,the tallest,building,in New York.
21,94,90,fill,396,248,229,494,I ate,the nicest,cheese,in Johannesburgh.
21,95,95,fill,397,295,330,397,I went to,the very first,pub,in England.
21,96,43,exp,614,199,295,379,Every,delicacy,in Venezuela,looked tasty.
21,97,2,exp,283,314,296,345,Every,hostel,on the website,seemed quirky.
21,98,7,exp,337,363,313,325,Every,museum,in Portugal,looked cool.
21,99,112,fill,563,362,333,433,I ate,the best,sushi,in Japan.
21,100,22,exp,450,452,432,461,Every,cottage,on the website,seemed charming.
21,101,63,fill,382,260,218,361,I ate,the most expensive,pizza,in Rome.
21,102,99,fill,378,347,396,582,I got to look around,the most well-established,museum,in Scotland.
21,103,15,exp,363,250,312,296,Every,town,in Peru,looked pretty.
21,104,35,exp,403,462,360,444,Every,palace,in Sweden,looked opulent.
21,105,23,exp,569,382,394,431,Every,cruise,in Finland,looked idyllic.
21,106,119,fill,329,393,412,611,I got to enjoy,the most remote,hot spring,in Hungary.
21,107,52,exp,397,332,479,594,Every,lodge,seemed inexpensive,on the website.
21,108,34,exp,303,279,261,297,Every,excursion,on the app,seemed unique.
21,109,24,exp,367,344,278,377,Every,getaway,seemed romantic,on the app.
21,110,51,exp,334,213,313,343,Every,brewery,in Canada,looked exclusive.
21,111,83,fill,346,297,249,345,I rode,the biggest,rollercoaster,in Malaga.
21,112,17,exp,445,345,412,465,Every,guesthouse,looked old-fashioned,in France.
21,113,103,fill,211,294,228,411,I bought,the most fashionable,jacket,in Russia.
21,114,28,exp,250,228,610,211,Every,eatery,seemed funky,in the vlog.
21,115,85,fill,446,312,316,412,I went up,the newest,skyscraper,in Istanbul.
21,116,79,fill,363,362,615,446,I tried,the best,ice-cream,in Athens.
21,117,69,fill,279,282,380,383,I was able to take photos of,the rarest,bird,in Aberdeen.
21,118,80,fill,347,296,234,479,I got to enjoy,the tastiest,curry,in Bogotá.
21,119,64,fill,284,228,181,416,I stayed at,the most luxurious,hotel,in Berlin.
21,120,98,fill,359,345,433,479,I was staying near,the oldest,university,in The Netherlands.
36,1,52,exp,445.1,270.2,305.09999999999997,434.2,Every,lodge,seemed inexpensive,in Bangkok.
36,2,43,exp,372.09999999999997,296,330.79999999999995,412.8,Every,delicacy,looked tasty,in the vlog.
36,3,110,fill,451.40000000000003,284.4,374.90000000000003,378.3,I got to see,the most romantic,sunsets,in Colombia.
36,4,77,fill,480.5,273,298.8,311.5,I sunbathed,the longest,beach,in Mumbai.
36,5,28,exp,423.20000000000005,255,307.8,320.29999999999995,Every,eatery,seemed funky,in Warsaw.
36,6,31,exp,492.3,267.6,274.2,347.4,Every,bridge,looked amazing,in the brochure.
36,7,96,fill,417.4,309,276.5,330,I drank at,the trendiest,bar,in Belgium.
36,8,22,exp,741.3,301.70000000000005,284.7,347.1,Every,cottage,in Durham,seemed charming.
36,9,58,exp,427.9,265.1,303.3,212.4,Every,bistro,in Leeds,seemed popular.
36,10,25,exp,437.8,278.7,295.4,316.5,Every,river,in the blog,looked soothing.
36,11,56,exp,373.90000000000003,208.7,310.2,367.20000000000005,Every,statue,seemed famous,in New York.
36,12,114,fill,499.5,305.4,321.90000000000003,349.8,I bought food from,the oldest,market,Morocco.
36,13,11,exp,867,299.09999999999997,289.3,533,Every,village,looked quaint,in the brochure.
36,14,60,exp,375.8,278.9,278.4,358.5,Every,neighbourhood,seemed bustling,in Tokyo.
36,15,118,fill,463.3,249.9,768.1,410,I walked along,the straightest,canal path,in Wales.
36,16,78,fill,451.7,212.79999999999998,390.79999999999995,340.6,I drank from,the most well-known,fountain,in Bern.
36,17,30,exp,346.9,301.5,257,375.2,Every,square,in Florence,seemed busy.
36,18,57,exp,769,300.20000000000005,268.40000000000003,296.20000000000005,Every,farm,on the website,looked eco-friendly.
36,19,33,exp,355.5,205.4,350.4,391.40000000000003,Every,zoo,in the vlog,looked responsible.
36,20,45,exp,449.79999999999995,241.4,290.8,256,Every,lighthouse,in the blog,looked magnificent.
36,21,49,exp,535.9000000000001,166.8,252.3,299.70000000000005,Every,fountain,on the app,looked impressive.
